datestamp_gauge,hourly_timestamp,Average of sentiment_score,Sum of distance_to_gauge_km,Count of post_id,Cunupia,Piarco,St. Augustine,St. Helena
12-04-2025 09:26:45-CR-003,12/04/2025 9:26,-0.5025,7.47,4,1,1,0,2
12-04-2025 09:26:45-CR-004,12/04/2025 9:26,-0.6,5.05,2,0,1,0,1
12-04-2025 09:26:45-CR-005,12/04/2025 9:26,-0.38,0.59,1,0,1,0,0
12-04-2025 09:26:45-CR-006,12/04/2025 9:26,-0.4525,9.84,4,2,2,0,0
12-04-2025 09:26:45-CR-007,12/04/2025 9:26,-0.45,4.32,3,1,0,1,1
12-04-2025 09:26:45-CR-008,12/04/2025 9:26,-0.45,12.63,4,1,0,1,2
12-04-2025 09:27:00-CR-001,12/04/2025 9:27,-0.77,1.23,1,0,0,1,0
12-04-2025 09:27:00-CR-002,12/04/2025 9:27,-0.42,8.22,2,1,0,1,0
12-04-2025 09:27:00-CR-003,12/04/2025 9:27,-0.5375,11.32,4,2,0,1,1
12-04-2025 09:27:00-CR-004,12/04/2025 9:27,-0.5625,6.97,4,0,2,2,0
12-04-2025 09:27:00-CR-005,12/04/2025 9:27,-0.645,9.18,4,1,2,1,0
12-04-2025 09:27:00-CR-006,12/04/2025 9:27,-0.635,2.22,2,0,2,0,0
12-04-2025 09:27:00-CR-007,12/04/2025 9:27,-0.53,8.07,3,1,1,0,1
12-04-2025 09:27:00-CR-008,12/04/2025 9:27,-0.445,6.63,2,1,0,0,1
12-04-2025 09:27:15-CR-001,12/04/2025 9:27,-0.6,11.14,4,0,2,0,2
12-04-2025 09:27:15-CR-002,12/04/2025 9:27,-0.44,4.57,2,0,1,1,0
12-04-2025 09:27:15-CR-003,12/04/2025 9:27,-0.15,1.33,1,0,1,0,0
12-04-2025 09:27:15-CR-004,12/04/2025 9:27,-0.5125,7.85,4,1,0,2,1
12-04-2025 09:27:15-CR-005,12/04/2025 9:27,-0.425,5.91,2,0,1,0,1
12-04-2025 09:27:15-CR-006,12/04/2025 9:27,-0.39,3.91,1,0,1,0,0
12-04-2025 09:27:15-CR-007,12/04/2025 9:27,-0.5,1.55,1,1,0,0,0
12-04-2025 09:27:15-CR-008,12/04/2025 9:27,-0.625,6.02,2,0,1,0,1
12-04-2025 09:27:30-CR-001,12/04/2025 9:27,-0.5425,5.87,4,1,2,0,1
12-04-2025 09:27:30-CR-002,12/04/2025 9:27,-0.326666667,8.28,3,1,1,1,0
12-04-2025 09:27:30-CR-003,12/04/2025 9:27,-0.373333333,8.23,3,2,0,0,1
12-04-2025 09:27:30-CR-004,12/04/2025 9:27,-0.73,1.14,1,1,0,0,0
12-04-2025 09:27:30-CR-005,12/04/2025 9:27,-0.64,4.85,3,2,1,0,0
12-04-2025 09:27:30-CR-006,12/04/2025 9:27,-0.35,7.58,3,0,1,0,2
12-04-2025 09:27:30-CR-007,12/04/2025 9:27,-0.375,6.29,2,1,1,0,0
12-04-2025 09:27:30-CR-008,12/04/2025 9:27,-0.525,6.37,4,3,0,1,0
12-04-2025 09:27:45-CR-001,12/04/2025 9:27,-0.56,12.67,3,2,0,1,0
12-04-2025 09:27:45-CR-002,12/04/2025 9:27,-0.49,3.71,2,2,0,0,0
12-04-2025 09:27:45-CR-003,12/04/2025 9:27,-0.46,4.59,1,0,0,0,1
12-04-2025 09:27:45-CR-004,12/04/2025 9:27,-0.67,8.42,2,1,0,0,1
12-04-2025 09:27:45-CR-005,12/04/2025 9:27,-0.5225,11.62,4,1,1,1,1
12-04-2025 09:27:45-CR-006,12/04/2025 9:27,-0.62,8.58,2,0,1,0,1
12-04-2025 09:27:45-CR-007,12/04/2025 9:27,-0.31,1.32,1,1,0,0,0
12-04-2025 09:27:45-CR-008,12/04/2025 9:27,-0.06,4.86,1,1,0,0,0
12-04-2025 09:28:00-CR-001,12/04/2025 9:28,-0.546666667,6.97,3,0,0,2,1
12-04-2025 09:28:00-CR-002,12/04/2025 9:28,-0.676666667,8.64,3,0,2,0,1
12-04-2025 09:28:00-CR-003,12/04/2025 9:28,-0.485,1.85,2,1,1,0,0
12-04-2025 09:28:00-CR-004,12/04/2025 9:28,-0.5425,8.44,4,1,0,2,1
12-04-2025 09:28:00-CR-005,12/04/2025 9:28,-0.33,1.97,1,0,0,1,0
12-04-2025 09:28:00-CR-006,12/04/2025 9:28,-0.47,0.17,1,0,0,0,1
12-04-2025 09:28:00-CR-007,12/04/2025 9:28,-0.73,2.24,2,1,0,1,0
12-04-2025 09:28:00-CR-008,12/04/2025 9:28,-0.51,3.52,1,0,0,0,1
12-04-2025 09:28:15-CR-001,12/04/2025 9:28,-0.4275,5.19,4,0,1,1,2
12-04-2025 09:28:15-CR-002,12/04/2025 9:28,-0.67,1.95,2,0,1,0,1
12-04-2025 09:28:15-CR-003,12/04/2025 9:28,-0.36,2.33,1,0,1,0,0
12-04-2025 09:28:15-CR-004,12/04/2025 9:28,-0.21,1.58,2,1,0,0,1
12-04-2025 09:28:15-CR-005,12/04/2025 9:28,-0.89,1.99,1,0,0,0,1
12-04-2025 09:28:15-CR-006,12/04/2025 9:28,-0.46,5.12,2,0,1,0,1
12-04-2025 09:28:15-CR-007,12/04/2025 9:28,-0.56,12.25,4,1,2,0,1
12-04-2025 09:28:15-CR-008,12/04/2025 9:28,-0.483333333,5.37,3,1,1,0,1
12-04-2025 09:28:30-CR-001,12/04/2025 9:28,-0.22,4.9,1,1,0,0,0
12-04-2025 09:28:30-CR-002,12/04/2025 9:28,-0.4425,9.71,4,0,3,1,0
12-04-2025 09:28:30-CR-003,12/04/2025 9:28,-0.63,3.73,1,0,1,0,0
12-04-2025 09:28:30-CR-004,12/04/2025 9:28,-0.545,5.79,2,0,0,1,1
12-04-2025 09:28:30-CR-005,12/04/2025 9:28,-0.575,13.36,4,0,2,1,1
12-04-2025 09:28:30-CR-006,12/04/2025 9:28,-0.54,7.24,4,3,0,0,1
12-04-2025 09:28:30-CR-007,12/04/2025 9:28,-0.58,9.97,4,0,1,1,2
12-04-2025 09:28:30-CR-008,12/04/2025 9:28,-0.55,10.16,4,0,1,2,1
12-04-2025 09:28:45-CR-001,12/04/2025 9:28,-0.646666667,7.42,3,1,1,1,0
12-04-2025 09:28:45-CR-002,12/04/2025 9:28,-0.485,12.87,4,1,0,1,2
12-04-2025 09:28:45-CR-003,12/04/2025 9:28,-0.415,2.07,2,0,1,0,1
12-04-2025 09:28:45-CR-004,12/04/2025 9:28,-0.62,2.44,1,0,0,0,1
12-04-2025 09:28:45-CR-005,12/04/2025 9:28,-0.59,3.67,1,0,1,0,0
12-04-2025 09:28:45-CR-006,12/04/2025 9:28,0.02,4.05,1,1,0,0,0
12-04-2025 09:28:45-CR-007,12/04/2025 9:28,-0.73,2.86,1,0,0,1,0
12-04-2025 09:28:45-CR-008,12/04/2025 9:28,-0.54,4.14,2,0,0,1,1
12-04-2025 09:29:00-CR-001,12/04/2025 9:29,-0.45,6.16,2,0,0,0,2
12-04-2025 09:29:00-CR-002,12/04/2025 9:29,-0.405,1.65,2,1,0,0,1
12-04-2025 09:29:00-CR-003,12/04/2025 9:29,-0.31,1.52,1,0,1,0,0
12-04-2025 09:29:00-CR-004,12/04/2025 9:29,-0.5975,13.59,4,1,0,1,2
12-04-2025 09:29:00-CR-005,12/04/2025 9:29,0.1,5.63,2,2,0,0,0
12-04-2025 09:29:00-CR-006,12/04/2025 9:29,-0.28,2.87,1,0,0,0,1
12-04-2025 09:29:00-CR-007,12/04/2025 9:29,-0.32,4.97,2,0,2,0,0
12-04-2025 09:29:00-CR-008,12/04/2025 9:29,-0.52,4.62,1,0,1,0,0
12-04-2025 09:29:15-CR-001,12/04/2025 9:29,-0.535,10.9,4,1,1,1,1
12-04-2025 09:29:15-CR-002,12/04/2025 9:29,-0.295,9.73,4,0,0,3,1
12-04-2025 09:29:15-CR-003,12/04/2025 9:29,-0.515,3.85,2,1,1,0,0
12-04-2025 09:29:15-CR-004,12/04/2025 9:29,-0.06,3.3,1,0,0,1,0
12-04-2025 09:29:15-CR-005,12/04/2025 9:29,-0.61,6.53,2,0,2,0,0
12-04-2025 09:29:15-CR-006,12/04/2025 9:29,-0.53,4.14,1,1,0,0,0
12-04-2025 09:29:15-CR-007,12/04/2025 9:29,-0.4625,6.58,4,2,2,0,0
12-04-2025 09:29:15-CR-008,12/04/2025 9:29,-0.72,5.9,3,0,2,1,0
12-04-2025 09:29:30-CR-001,12/04/2025 9:29,-0.51,8.67,4,2,1,1,0
12-04-2025 09:29:30-CR-002,12/04/2025 9:29,-0.61,2.43,1,0,1,0,0
12-04-2025 09:29:30-CR-003,12/04/2025 9:29,-0.486666667,6.95,3,1,0,2,0
12-04-2025 09:29:30-CR-004,12/04/2025 9:29,-0.4125,9.87,4,0,1,1,2
12-04-2025 09:29:30-CR-005,12/04/2025 9:29,-0.2,6.55,2,0,2,0,0
12-04-2025 09:29:30-CR-006,12/04/2025 9:29,-0.55,10.69,4,1,1,1,1
12-04-2025 09:29:30-CR-007,12/04/2025 9:29,-0.53,12.28,4,1,1,0,2
12-04-2025 09:29:30-CR-008,12/04/2025 9:29,-0.565,11.38,4,1,0,3,0
12-04-2025 09:29:45-CR-001,12/04/2025 9:29,-0.48,10.55,3,1,0,0,2
12-04-2025 09:29:45-CR-002,12/04/2025 9:29,-0.355,8.99,4,1,0,2,1
12-04-2025 09:29:45-CR-003,12/04/2025 9:29,-0.445,9.36,4,2,1,1,0
12-04-2025 09:29:45-CR-004,12/04/2025 9:29,-0.5825,6.79,4,1,1,0,2
12-04-2025 09:29:45-CR-005,12/04/2025 9:29,-0.3475,2.09,4,0,3,0,1
12-04-2025 09:29:45-CR-006,12/04/2025 9:29,-0.73,3.91,1,0,0,1,0
12-04-2025 09:29:45-CR-007,12/04/2025 9:29,-0.52,2.77,1,1,0,0,0
12-04-2025 09:29:45-CR-008,12/04/2025 9:29,-0.42,1.47,2,1,0,1,0
12-04-2025 09:30:00-CR-001,12/04/2025 9:30,-0.48,9.59,4,1,0,1,2
12-04-2025 09:30:00-CR-002,12/04/2025 9:30,-0.48,3.87,1,0,1,0,0
12-04-2025 09:30:00-CR-003,12/04/2025 9:30,-0.495,5.35,2,0,0,1,1
12-04-2025 09:30:00-CR-004,12/04/2025 9:30,-0.54,5.3,2,1,1,0,0
12-04-2025 09:30:00-CR-005,12/04/2025 9:30,-0.28,6.29,2,0,1,0,1
12-04-2025 09:30:00-CR-006,12/04/2025 9:30,-0.77,1.58,1,1,0,0,0
12-04-2025 09:30:00-CR-007,12/04/2025 9:30,-0.425,8.94,2,1,1,0,0
12-04-2025 09:30:00-CR-008,12/04/2025 9:30,-0.5525,15.61,4,1,1,0,2
