datestamp_gauge,hourly_timestamp,Average of sentiment_score,Sum of distance_to_gauge_km,Count of post_id,Cunupia,Piarco,St. Augustine,St. Helena
14-03-2025 15-00-00-CR-002,3/14/2025 15:00,0.141666666666667,11.18,6,4,2,0,0
14-03-2025 15-00-00-CR-003,3/14/2025 15:00,0.0250000000000001,3.69,3,0,0,3,0
14-03-2025 16-00-00-CR-002,3/14/2025 16:00,-0.033333333333333,4.03,2,1,1,0,0
14-03-2025 16-00-00-CR-003,3/14/2025 16:00,0.085,6.15,5,0,0,5,0
14-03-2025 17-00-00-CR-001,3/14/2025 17:00,-0.0291666666666666,2.92,2,0,0,0,2
14-03-2025 17-00-00-CR-002,3/14/2025 17:00,0.0583333333333334,5.59,3,2,1,0,0
14-03-2025 17-00-00-CR-003,3/14/2025 17:00,0.4,1.23,1,0,0,1,0
14-03-2025 18-00-00-CR-001,3/14/2025 18:00,-0.075,2.92,2,0,0,0,2
14-03-2025 18-00-00-CR-002,3/14/2025 18:00,0.0383333333333333,10.53,5,2,3,0,0
14-03-2025 18-00-00-CR-003,3/14/2025 18:00,0.4,1.23,1,0,0,1,0
14-03-2025 19-00-00-CR-001,3/14/2025 19:00,0.110416666666667,5.84,4,0,0,0,4
14-03-2025 19-00-00-CR-002,3/14/2025 19:00,-0.0483333333333332,10.53,5,2,3,0,0
14-03-2025 19-00-00-CR-003,3/14/2025 19:00,0.2625,2.46,2,0,0,2,0
14-03-2025 20-00-00-CR-001,3/14/2025 20:00,-0.245833333333333,2.92,2,0,0,0,2
14-03-2025 20-00-00-CR-002,3/14/2025 20:00,-0.0499999999999999,11.18,6,4,2,0,0
14-03-2025 20-00-00-CR-003,3/14/2025 20:00,0.125,2.46,2,0,0,2,0
14-03-2025 21-00-00-CR-001,3/14/2025 21:00,0,1.46,1,0,0,0,1
14-03-2025 21-00-00-CR-002,3/14/2025 21:00,-0.0916666666666667,4.03,2,1,1,0,0
14-03-2025 21-00-00-CR-003,3/14/2025 21:00,0.5,1.23,1,0,0,1,0
14-03-2025 22-00-00-CR-002,3/14/2025 22:00,0.0458333333333335,13,6,2,4,0,0
14-03-2025 23-00-00-CR-001,3/14/2025 23:00,0.166666666666667,4.38,3,0,0,0,3
14-03-2025 23-00-00-CR-002,3/14/2025 23:00,-0.185,10.53,5,2,3,0,0
14-03-2025 23-00-00-CR-003,3/14/2025 23:00,-0.075,2.46,2,0,0,2,0
15-03-2025 00-00-00-CR-001,3/15/2025 0:00,-0.0666666666666666,4.38,3,0,0,0,3
15-03-2025 00-00-00-CR-002,3/15/2025 0:00,0.0625000000000001,14.3,8,6,2,0,0
15-03-2025 00-00-00-CR-003,3/15/2025 0:00,-0.0291666666666666,2.46,2,0,0,2,0
15-03-2025 01-00-00-CR-001,3/15/2025 1:00,-0.0875,2.92,2,0,0,0,2
15-03-2025 01-00-00-CR-002,3/15/2025 1:00,-0.0125,4.03,2,1,1,0,0
15-03-2025 01-00-00-CR-003,3/15/2025 1:00,0,1.23,1,0,0,1,0
15-03-2025 02-00-00-CR-001,3/15/2025 2:00,0.125,1.46,1,0,0,0,1
15-03-2025 02-00-00-CR-002,3/15/2025 2:00,0.0833333333333333,6.5,3,1,2,0,0
15-03-2025 02-00-00-CR-003,3/15/2025 2:00,-0.0291666666666666,2.46,2,0,0,2,0
15-03-2025 03-00-00-CR-001,3/15/2025 3:00,-0.0249999999999999,1.46,1,0,0,0,1
15-03-2025 03-00-00-CR-002,3/15/2025 3:00,0.125,7.41,3,0,3,0,0
15-03-2025 03-00-00-CR-003,3/15/2025 3:00,-0.170833333333333,2.46,2,0,0,2,0
15-03-2025 04-00-00-CR-001,3/15/2025 4:00,-0.170833333333333,2.92,2,0,0,0,2
15-03-2025 04-00-00-CR-002,3/15/2025 4:00,0.00138888888888903,11.18,6,4,2,0,0
15-03-2025 04-00-00-CR-003,3/15/2025 4:00,0.4,1.23,1,0,0,1,0
15-03-2025 05-00-00-CR-001,3/15/2025 5:00,0.125,1.46,1,0,0,0,1
15-03-2025 05-00-00-CR-002,3/15/2025 5:00,-0.0249999999999999,4.03,2,1,1,0,0
15-03-2025 05-00-00-CR-003,3/15/2025 5:00,0.5,1.23,1,0,0,1,0
15-03-2025 06-00-00-CR-002,3/15/2025 6:00,0.2625,4.03,2,1,1,0,0
15-03-2025 06-00-00-CR-003,3/15/2025 6:00,0.0892857142857144,8.61,7,0,0,7,0
15-03-2025 07-00-00-CR-001,3/15/2025 7:00,-0.05,5.84,4,0,0,0,4
15-03-2025 07-00-00-CR-002,3/15/2025 7:00,0.015625,17.94,8,2,6,0,0
15-03-2025 07-00-00-CR-003,3/15/2025 7:00,0,1.23,1,0,0,1,0
15-03-2025 08-00-00-CR-001,3/15/2025 8:00,0.136666666666667,7.3,5,0,0,0,5
15-03-2025 08-00-00-CR-002,3/15/2025 8:00,-0.161111111111111,6.5,3,1,2,0,0
15-03-2025 08-00-00-CR-003,3/15/2025 8:00,-0.0249999999999999,1.23,1,0,0,1,0
15-03-2025 09-00-00-CR-001,3/15/2025 9:00,-0.0249999999999999,1.46,1,0,0,0,1
15-03-2025 09-00-00-CR-002,3/15/2025 9:00,-0.15,3.12,2,2,0,0,0
15-03-2025 09-00-00-CR-003,3/15/2025 9:00,-0.15,1.23,1,0,0,1,0
15-03-2025 10-00-00-CR-001,3/15/2025 10:00,0.233333333333333,8.76,6,0,0,0,6
15-03-2025 10-00-00-CR-002,3/15/2025 10:00,0.0291666666666668,15.21,8,5,3,0,0
15-03-2025 10-00-00-CR-003,3/15/2025 10:00,0.5,1.23,1,0,0,1,0
15-03-2025 11-00-00-CR-001,3/15/2025 11:00,-0.3,1.46,1,0,0,0,1
15-03-2025 11-00-00-CR-002,3/15/2025 11:00,0.0883333333333334,9.62,5,3,2,0,0
15-03-2025 11-00-00-CR-003,3/15/2025 11:00,-0.0333333333333331,3.69,3,0,0,3,0
15-03-2025 12-00-00-CR-001,3/15/2025 12:00,-0.1625,2.92,2,0,0,0,2
15-03-2025 12-00-00-CR-002,3/15/2025 12:00,0.233333333333333,4.03,2,1,1,0,0
15-03-2025 12-00-00-CR-003,3/15/2025 12:00,-0.15,1.23,1,0,0,1,0
15-03-2025 13-00-00-CR-001,3/15/2025 13:00,0.0458333333333334,2.92,2,0,0,0,2
15-03-2025 13-00-00-CR-002,3/15/2025 13:00,-0.02,10.53,5,2,3,0,0
15-03-2025 13-00-00-CR-003,3/15/2025 13:00,0.0083333333333335,4.92,4,0,0,4,0
15-03-2025 14-00-00-CR-001,3/15/2025 14:00,0.5,2.92,2,0,0,0,2
15-03-2025 15-00-00-CR-001,3/15/2025 15:00,0.3,4.38,3,0,0,0,3
15-03-2025 15-00-00-CR-002,3/15/2025 15:00,-0.0166666666666666,6.5,3,1,2,0,0
15-03-2025 15-00-00-CR-003,3/15/2025 15:00,0.0625,2.46,2,0,0,2,0
15-03-2025 16-00-00-CR-002,3/15/2025 16:00,-0.0125,3.12,2,2,0,0,0
15-03-2025 16-00-00-CR-003,3/15/2025 16:00,0.3125,2.46,2,0,0,2,0
15-03-2025 17-00-00-CR-001,3/15/2025 17:00,0.5,2.92,2,0,0,0,2
15-03-2025 17-00-00-CR-002,3/15/2025 17:00,-0.0273809523809523,13.65,7,4,3,0,0
15-03-2025 17-00-00-CR-003,3/15/2025 17:00,0.125,2.46,2,0,0,2,0
15-03-2025 19-00-00-CR-001,3/15/2025 19:00,0.125,1.46,1,0,0,0,1
15-03-2025 19-00-00-CR-002,3/15/2025 19:00,0.115,9.62,5,3,2,0,0
15-03-2025 19-00-00-CR-003,3/15/2025 19:00,0,1.23,1,0,0,1,0
15-03-2025 20-00-00-CR-001,3/15/2025 20:00,0.1875,2.92,2,0,0,0,2
15-03-2025 20-00-00-CR-002,3/15/2025 20:00,0.433333333333333,7.41,3,0,3,0,0
15-03-2025 20-00-00-CR-003,3/15/2025 20:00,0.2625,2.46,2,0,0,2,0
15-03-2025 21-00-00-CR-001,3/15/2025 21:00,0.125,1.46,1,0,0,0,1
15-03-2025 21-00-00-CR-002,3/15/2025 21:00,0.233333333333333,4.03,2,1,1,0,0
15-03-2025 22-00-00-CR-001,3/15/2025 22:00,-0.0333333333333333,1.46,1,0,0,0,1
15-03-2025 22-00-00-CR-002,3/15/2025 22:00,-0.161111111111111,6.5,3,1,2,0,0
15-03-2025 22-00-00-CR-003,3/15/2025 22:00,0.125,1.23,1,0,0,1,0
15-03-2025 23-00-00-CR-001,3/15/2025 23:00,-0.0875,2.92,2,0,0,0,2
15-03-2025 23-00-00-CR-002,3/15/2025 23:00,0.125,5.59,3,2,1,0,0
16-03-2025 00-00-00-CR-001,3/16/2025 0:00,0.0750000000000002,7.3,5,0,0,0,5
16-03-2025 00-00-00-CR-002,3/16/2025 0:00,0.198611111111111,13,6,2,4,0,0
16-03-2025 00-00-00-CR-003,3/16/2025 0:00,-0.0333333333333331,3.69,3,0,0,3,0
16-03-2025 01-00-00-CR-001,3/16/2025 1:00,0.0625,2.92,2,0,0,0,2
16-03-2025 01-00-00-CR-002,3/16/2025 1:00,0.0458333333333335,7.15,4,3,1,0,0
16-03-2025 01-00-00-CR-003,3/16/2025 1:00,0.0190476190476192,8.61,7,0,0,7,0
16-03-2025 02-00-00-CR-003,3/16/2025 2:00,-0.0249999999999999,1.23,1,0,0,1,0
16-03-2025 03-00-00-CR-002,3/16/2025 3:00,0.00208333333333334,15.21,8,5,3,0,0
16-03-2025 03-00-00-CR-003,3/16/2025 3:00,-0.0249999999999999,1.23,1,0,0,1,0
16-03-2025 04-00-00-CR-001,3/16/2025 4:00,0.125,1.46,1,0,0,0,1
16-03-2025 04-00-00-CR-002,3/16/2025 4:00,0.3125,3.12,2,2,0,0,0
16-03-2025 04-00-00-CR-003,3/16/2025 4:00,0.156666666666667,6.15,5,0,0,5,0
16-03-2025 05-00-00-CR-001,3/16/2025 5:00,0.0458333333333334,2.92,2,0,0,0,2
16-03-2025 05-00-00-CR-003,3/16/2025 5:00,0.175,2.46,2,0,0,2,0
16-03-2025 06-00-00-CR-001,3/16/2025 6:00,-0.170833333333333,2.92,2,0,0,0,2
16-03-2025 06-00-00-CR-002,3/16/2025 6:00,0.25,4.03,2,1,1,0,0
16-03-2025 06-00-00-CR-003,3/16/2025 6:00,-0.111666666666666,6.15,5,0,0,5,0
16-03-2025 07-00-00-CR-002,3/16/2025 7:00,0.15,8.06,4,2,2,0,0
16-03-2025 08-00-00-CR-001,3/16/2025 8:00,0.233333333333333,4.38,3,0,0,0,3
16-03-2025 08-00-00-CR-002,3/16/2025 8:00,-0.225,4.03,2,1,1,0,0
16-03-2025 08-00-00-CR-003,3/16/2025 8:00,0.0194444444444447,3.69,3,0,0,3,0
16-03-2025 09-00-00-CR-001,3/16/2025 9:00,-0.15,1.46,1,0,0,0,1
16-03-2025 09-00-00-CR-002,3/16/2025 9:00,0.147916666666667,8.97,4,1,3,0,0
16-03-2025 09-00-00-CR-003,3/16/2025 9:00,-0.191666666666666,1.23,1,0,0,1,0
16-03-2025 10-00-00-CR-001,3/16/2025 10:00,0,1.46,1,0,0,0,1
16-03-2025 10-00-00-CR-002,3/16/2025 10:00,-0.072222222222222,7.41,3,0,3,0,0
16-03-2025 10-00-00-CR-003,3/16/2025 10:00,-0.3,1.23,1,0,0,1,0
16-03-2025 11-00-00-CR-001,3/16/2025 11:00,-0.0833333333333331,4.38,3,0,0,0,3
16-03-2025 11-00-00-CR-002,3/16/2025 11:00,-0.0611111111111111,5.59,3,2,1,0,0
16-03-2025 11-00-00-CR-003,3/16/2025 11:00,-0.1625,2.46,2,0,0,2,0
16-03-2025 12-00-00-CR-001,3/16/2025 12:00,-0.0125,2.92,2,0,0,0,2
16-03-2025 12-00-00-CR-002,3/16/2025 12:00,-0.0312499999999998,7.15,4,3,1,0,0
16-03-2025 12-00-00-CR-003,3/16/2025 12:00,-0.3,1.23,1,0,0,1,0
16-03-2025 13-00-00-CR-001,3/16/2025 13:00,0.2375,2.92,2,0,0,0,2
16-03-2025 13-00-00-CR-002,3/16/2025 13:00,-0.141666666666667,9.62,5,3,2,0,0
16-03-2025 13-00-00-CR-003,3/16/2025 13:00,0.1,2.46,2,0,0,2,0
16-03-2025 14-00-00-CR-001,3/16/2025 14:00,-0.0333333333333333,1.46,1,0,0,0,1
16-03-2025 14-00-00-CR-002,3/16/2025 14:00,0.0208333333333335,12.09,6,3,3,0,0
16-03-2025 15-00-00-CR-001,3/16/2025 15:00,-0.14,7.3,5,0,0,0,5
16-03-2025 15-00-00-CR-002,3/16/2025 15:00,-0.0125,3.12,2,2,0,0,0
16-03-2025 15-00-00-CR-003,3/16/2025 15:00,-0.3,1.23,1,0,0,1,0
16-03-2025 16-00-00-CR-001,3/16/2025 16:00,-0.0277777777777777,4.38,3,0,0,0,3
16-03-2025 16-00-00-CR-002,3/16/2025 16:00,0.0683333333333333,11.44,5,1,4,0,0
16-03-2025 16-00-00-CR-003,3/16/2025 16:00,0.125,2.46,2,0,0,2,0
16-03-2025 17-00-00-CR-001,3/16/2025 17:00,-0.0166666666666667,4.38,3,0,0,0,3
16-03-2025 17-00-00-CR-002,3/16/2025 17:00,-0.033333333333333,4.03,2,1,1,0,0
16-03-2025 18-00-00-CR-002,3/16/2025 18:00,0.0273809523809524,14.56,7,3,4,0,0
16-03-2025 18-00-00-CR-003,3/16/2025 18:00,0.125,1.23,1,0,0,1,0
16-03-2025 19-00-00-CR-001,3/16/2025 19:00,0.0729166666666667,5.84,4,0,0,0,4
16-03-2025 19-00-00-CR-002,3/16/2025 19:00,0.0433333333333333,10.53,5,2,3,0,0
16-03-2025 19-00-00-CR-003,3/16/2025 19:00,0.1,2.46,2,0,0,2,0
16-03-2025 20-00-00-CR-001,3/16/2025 20:00,0.2,2.92,2,0,0,0,2
16-03-2025 20-00-00-CR-002,3/16/2025 20:00,0.0222222222222223,7.41,3,0,3,0,0
16-03-2025 21-00-00-CR-002,3/16/2025 21:00,-0.0805555555555553,5.59,3,2,1,0,0
16-03-2025 21-00-00-CR-003,3/16/2025 21:00,0.45,2.46,2,0,0,2,0
16-03-2025 22-00-00-CR-001,3/16/2025 22:00,-0.0249999999999999,1.46,1,0,0,0,1
16-03-2025 22-00-00-CR-002,3/16/2025 22:00,-0.0916666666666665,8.06,4,2,2,0,0
16-03-2025 22-00-00-CR-003,3/16/2025 22:00,0,1.23,1,0,0,1,0
16-03-2025 23-00-00-CR-001,3/16/2025 23:00,0,1.46,1,0,0,0,1
16-03-2025 23-00-00-CR-002,3/16/2025 23:00,-0.161111111111111,7.41,3,0,3,0,0
16-03-2025 23-00-00-CR-003,3/16/2025 23:00,-0.0333333333333333,1.23,1,0,0,1,0
17-03-2025 00-00-00-CR-001,3/17/2025 0:00,-0.15,1.46,1,0,0,0,1
17-03-2025 00-00-00-CR-002,3/17/2025 0:00,1.29526019539602E-16,12.09,6,3,3,0,0
17-03-2025 00-00-00-CR-003,3/17/2025 0:00,0.233333333333333,2.46,2,0,0,2,0
17-03-2025 01-00-00-CR-002,3/17/2025 1:00,-0.108333333333333,10.53,5,2,3,0,0
17-03-2025 02-00-00-CR-001,3/17/2025 2:00,-0.0875,2.92,2,0,0,0,2
17-03-2025 02-00-00-CR-002,3/17/2025 2:00,0.110416666666667,8.06,4,2,2,0,0
17-03-2025 02-00-00-CR-003,3/17/2025 2:00,0.4,1.23,1,0,0,1,0
17-03-2025 03-00-00-CR-001,3/17/2025 3:00,0.21875,5.84,4,0,0,0,4
17-03-2025 03-00-00-CR-002,3/17/2025 3:00,-0.0208333333333333,7.15,4,3,1,0,0
17-03-2025 03-00-00-CR-003,3/17/2025 3:00,0.11875,4.92,4,0,0,4,0
17-03-2025 04-00-00-CR-001,3/17/2025 4:00,0.2375,2.92,2,0,0,0,2
17-03-2025 04-00-00-CR-002,3/17/2025 4:00,-0.0125,4.03,2,1,1,0,0
17-03-2025 04-00-00-CR-003,3/17/2025 4:00,0,2.46,2,0,0,2,0
17-03-2025 05-00-00-CR-001,3/17/2025 5:00,-0.15,1.46,1,0,0,0,1
17-03-2025 05-00-00-CR-002,3/17/2025 5:00,0.0444444444444445,13,6,2,4,0,0
17-03-2025 05-00-00-CR-003,3/17/2025 5:00,0.4,2.46,2,0,0,2,0
17-03-2025 06-00-00-CR-002,3/17/2025 6:00,0.1875,4.94,2,0,2,0,0
17-03-2025 06-00-00-CR-003,3/17/2025 6:00,-0.0249999999999999,1.23,1,0,0,1,0
17-03-2025 07-00-00-CR-001,3/17/2025 7:00,-0.191666666666666,1.46,1,0,0,0,1
17-03-2025 07-00-00-CR-002,3/17/2025 7:00,-0.0166666666666667,8.71,5,4,1,0,0
17-03-2025 07-00-00-CR-003,3/17/2025 7:00,-0.0125,2.46,2,0,0,2,0
17-03-2025 08-00-00-CR-001,3/17/2025 8:00,-0.3,1.46,1,0,0,0,1
17-03-2025 08-00-00-CR-002,3/17/2025 8:00,-0.022222222222222,5.59,3,2,1,0,0
17-03-2025 08-00-00-CR-003,3/17/2025 8:00,-0.3,1.23,1,0,0,1,0
17-03-2025 09-00-00-CR-003,3/17/2025 9:00,-0.15,1.23,1,0,0,1,0
17-03-2025 10-00-00-CR-001,3/17/2025 10:00,-0.0249999999999999,1.46,1,0,0,0,1
17-03-2025 10-00-00-CR-002,3/17/2025 10:00,0.0305555555555556,5.59,3,2,1,0,0
17-03-2025 10-00-00-CR-003,3/17/2025 10:00,0.2375,2.46,2,0,0,2,0
17-03-2025 11-00-00-CR-001,3/17/2025 11:00,0.0854166666666667,5.84,4,0,0,0,4
17-03-2025 11-00-00-CR-002,3/17/2025 11:00,-0.108333333333333,4.03,2,1,1,0,0
17-03-2025 11-00-00-CR-003,3/17/2025 11:00,0.104166666666667,2.46,2,0,0,2,0
17-03-2025 12-00-00-CR-002,3/17/2025 12:00,-0.0166666666666667,8.97,4,1,3,0,0
17-03-2025 13-00-00-CR-001,3/17/2025 13:00,0,1.46,1,0,0,0,1
17-03-2025 13-00-00-CR-002,3/17/2025 13:00,0.01875,7.15,4,3,1,0,0
17-03-2025 13-00-00-CR-003,3/17/2025 13:00,0.183333333333333,2.46,2,0,0,2,0
17-03-2025 14-00-00-CR-001,3/17/2025 14:00,0.0305555555555556,4.38,3,0,0,0,3
17-03-2025 14-00-00-CR-002,3/17/2025 14:00,-0.1,10.53,5,2,3,0,0
17-03-2025 14-00-00-CR-003,3/17/2025 14:00,-0.15,1.23,1,0,0,1,0
17-03-2025 15-00-00-CR-002,3/17/2025 15:00,-0.0249999999999999,1.56,1,1,0,0,0
17-03-2025 15-00-00-CR-003,3/17/2025 15:00,-0.0333333333333331,3.69,3,0,0,3,0
17-03-2025 16-00-00-CR-001,3/17/2025 16:00,0.4,1.46,1,0,0,0,1
17-03-2025 16-00-00-CR-002,3/17/2025 16:00,0.147222222222222,6.5,3,1,2,0,0
17-03-2025 16-00-00-CR-003,3/17/2025 16:00,0.183333333333333,2.46,2,0,0,2,0
17-03-2025 17-00-00-CR-001,3/17/2025 17:00,0.125,1.46,1,0,0,0,1
17-03-2025 17-00-00-CR-002,3/17/2025 17:00,0.0194444444444447,5.59,3,2,1,0,0
17-03-2025 18-00-00-CR-001,3/17/2025 18:00,-0.0583333333333333,4.38,3,0,0,0,3
17-03-2025 18-00-00-CR-002,3/17/2025 18:00,0.288888888888889,5.59,3,2,1,0,0
17-03-2025 18-00-00-CR-003,3/17/2025 18:00,0.5,1.23,1,0,0,1,0
17-03-2025 19-00-00-CR-001,3/17/2025 19:00,-0.3,1.46,1,0,0,0,1
17-03-2025 19-00-00-CR-002,3/17/2025 19:00,-0.15,2.47,1,0,1,0,0
17-03-2025 20-00-00-CR-001,3/17/2025 20:00,0.125,1.46,1,0,0,0,1
17-03-2025 20-00-00-CR-002,3/17/2025 20:00,-0.0583333333333333,5.59,3,2,1,0,0
17-03-2025 20-00-00-CR-003,3/17/2025 20:00,0.075,3.69,3,0,0,3,0
17-03-2025 21-00-00-CR-001,3/17/2025 21:00,-0.15,1.46,1,0,0,0,1
17-03-2025 21-00-00-CR-002,3/17/2025 21:00,0.0630952380952381,13.65,7,4,3,0,0
17-03-2025 22-00-00-CR-001,3/17/2025 22:00,0.104166666666667,2.92,2,0,0,0,2
17-03-2025 22-00-00-CR-002,3/17/2025 22:00,0.4,1.56,1,1,0,0,0
17-03-2025 23-00-00-CR-001,3/17/2025 23:00,0.5,1.46,1,0,0,0,1
17-03-2025 23-00-00-CR-002,3/17/2025 23:00,-0.0583333333333333,6.5,3,1,2,0,0
17-03-2025 23-00-00-CR-003,3/17/2025 23:00,0.125,1.23,1,0,0,1,0
18-03-2025 00-00-00-CR-001,3/18/2025 0:00,0.05,2.92,2,0,0,0,2
18-03-2025 00-00-00-CR-002,3/18/2025 0:00,-0.00833333333333333,6.5,3,1,2,0,0
18-03-2025 00-00-00-CR-003,3/18/2025 0:00,-0.129166666666666,4.92,4,0,0,4,0
18-03-2025 01-00-00-CR-002,3/18/2025 1:00,0.116666666666667,8.06,4,2,2,0,0
18-03-2025 02-00-00-CR-001,3/18/2025 2:00,-0.0125,2.92,2,0,0,0,2
18-03-2025 02-00-00-CR-002,3/18/2025 2:00,0.01,9.62,5,3,2,0,0
18-03-2025 02-00-00-CR-003,3/18/2025 2:00,-0.0249999999999999,1.23,1,0,0,1,0
18-03-2025 03-00-00-CR-001,3/18/2025 3:00,0.0611111111111114,4.38,3,0,0,0,3
18-03-2025 03-00-00-CR-002,3/18/2025 3:00,0.166666666666667,5.59,3,2,1,0,0
18-03-2025 04-00-00-CR-001,3/18/2025 4:00,-0.3,2.92,2,0,0,0,2
18-03-2025 04-00-00-CR-002,3/18/2025 4:00,-0.133333333333333,12.09,6,3,3,0,0
18-03-2025 04-00-00-CR-003,3/18/2025 4:00,0.125,1.23,1,0,0,1,0
18-03-2025 05-00-00-CR-001,3/18/2025 5:00,0.0500000000000001,2.92,2,0,0,0,2
18-03-2025 05-00-00-CR-002,3/18/2025 5:00,0,4.94,2,0,2,0,0
18-03-2025 05-00-00-CR-003,3/18/2025 5:00,-0.3,1.23,1,0,0,1,0
18-03-2025 06-00-00-CR-001,3/18/2025 6:00,0.05,2.92,2,0,0,0,2
18-03-2025 06-00-00-CR-002,3/18/2025 6:00,0.115277777777778,13,6,2,4,0,0
18-03-2025 06-00-00-CR-003,3/18/2025 6:00,0.125,1.23,1,0,0,1,0
18-03-2025 07-00-00-CR-002,3/18/2025 7:00,0.05625,8.97,4,1,3,0,0
18-03-2025 07-00-00-CR-003,3/18/2025 7:00,-0.0291666666666666,2.46,2,0,0,2,0
18-03-2025 08-00-00-CR-001,3/18/2025 8:00,-0.191666666666666,2.92,2,0,0,0,2
18-03-2025 08-00-00-CR-002,3/18/2025 8:00,-0.0249999999999999,2.47,1,0,1,0,0
18-03-2025 08-00-00-CR-003,3/18/2025 8:00,0.154166666666667,2.46,2,0,0,2,0
18-03-2025 09-00-00-CR-001,3/18/2025 9:00,0.5,1.46,1,0,0,0,1
18-03-2025 09-00-00-CR-002,3/18/2025 9:00,-0.15,4.03,2,1,1,0,0
18-03-2025 09-00-00-CR-003,3/18/2025 9:00,0.0458333333333334,2.46,2,0,0,2,0
18-03-2025 10-00-00-CR-002,3/18/2025 10:00,-0.108333333333333,6.5,3,1,2,0,0
18-03-2025 10-00-00-CR-003,3/18/2025 10:00,-0.0125,2.46,2,0,0,2,0
18-03-2025 11-00-00-CR-001,3/18/2025 11:00,-0.191666666666666,1.46,1,0,0,0,1
18-03-2025 11-00-00-CR-002,3/18/2025 11:00,0.00166666666666669,7.8,5,5,0,0,0
18-03-2025 11-00-00-CR-003,3/18/2025 11:00,0,1.23,1,0,0,1,0
18-03-2025 12-00-00-CR-001,3/18/2025 12:00,-0.0249999999999999,1.46,1,0,0,0,1
18-03-2025 12-00-00-CR-002,3/18/2025 12:00,0.0500000000000001,4.94,2,0,2,0,0
18-03-2025 12-00-00-CR-003,3/18/2025 12:00,0.125,1.23,1,0,0,1,0
18-03-2025 13-00-00-CR-002,3/18/2025 13:00,0.0333333333333335,8.06,4,2,2,0,0
18-03-2025 13-00-00-CR-003,3/18/2025 13:00,-0.0916666666666665,4.92,4,0,0,4,0
18-03-2025 14-00-00-CR-001,3/18/2025 14:00,-0.3,1.46,1,0,0,0,1
18-03-2025 14-00-00-CR-002,3/18/2025 14:00,0.4,4.94,2,0,2,0,0
18-03-2025 14-00-00-CR-003,3/18/2025 14:00,-0.0187499999999999,4.92,4,0,0,4,0
18-03-2025 15-00-00-CR-001,3/18/2025 15:00,-0.225,2.92,2,0,0,0,2
18-03-2025 15-00-00-CR-002,3/18/2025 15:00,-0.0249999999999999,2.47,1,0,1,0,0
18-03-2025 15-00-00-CR-003,3/18/2025 15:00,-0.191666666666666,1.23,1,0,0,1,0
18-03-2025 16-00-00-CR-001,3/18/2025 16:00,-0.15,1.46,1,0,0,0,1
18-03-2025 16-00-00-CR-002,3/18/2025 16:00,0.080952380952381,14.56,7,3,4,0,0
18-03-2025 16-00-00-CR-003,3/18/2025 16:00,0.125,1.23,1,0,0,1,0
18-03-2025 17-00-00-CR-001,3/18/2025 17:00,0.258333333333333,4.38,3,0,0,0,3
18-03-2025 17-00-00-CR-002,3/18/2025 17:00,0.0625,4.03,2,1,1,0,0
18-03-2025 17-00-00-CR-003,3/18/2025 17:00,-0.0875,2.46,2,0,0,2,0
18-03-2025 18-00-00-CR-001,3/18/2025 18:00,0.5,1.46,1,0,0,0,1
18-03-2025 18-00-00-CR-002,3/18/2025 18:00,-0.0166666666666667,5.59,3,2,1,0,0
18-03-2025 18-00-00-CR-003,3/18/2025 18:00,0.154166666666667,2.46,2,0,0,2,0
18-03-2025 19-00-00-CR-002,3/18/2025 19:00,0.0726190476190477,11.83,7,6,1,0,0
18-03-2025 19-00-00-CR-003,3/18/2025 19:00,0.125,1.23,1,0,0,1,0
18-03-2025 20-00-00-CR-002,3/18/2025 20:00,-0.0249999999999999,2.47,1,0,1,0,0
18-03-2025 20-00-00-CR-003,3/18/2025 20:00,0.125,3.69,3,0,0,3,0
18-03-2025 21-00-00-CR-001,3/18/2025 21:00,0.147222222222222,4.38,3,0,0,0,3
18-03-2025 21-00-00-CR-002,3/18/2025 21:00,0.0333333333333334,6.5,3,1,2,0,0
18-03-2025 21-00-00-CR-003,3/18/2025 21:00,-0.122222222222222,3.69,3,0,0,3,0
18-03-2025 22-00-00-CR-001,3/18/2025 22:00,-0.13125,5.84,4,0,0,0,4
18-03-2025 22-00-00-CR-002,3/18/2025 22:00,0.114583333333334,6.24,4,4,0,0,0
18-03-2025 22-00-00-CR-003,3/18/2025 22:00,0.0500000000000001,2.46,2,0,0,2,0
18-03-2025 23-00-00-CR-002,3/18/2025 23:00,-0.033333333333333,4.94,2,0,2,0,0
18-03-2025 23-00-00-CR-003,3/18/2025 23:00,-0.0875,2.46,2,0,0,2,0
19-03-2025 00-00-00-CR-001,3/19/2025 0:00,-0.225,2.92,2,0,0,0,2
19-03-2025 00-00-00-CR-002,3/19/2025 0:00,0.125,2.47,1,0,1,0,0
19-03-2025 00-00-00-CR-003,3/19/2025 0:00,-0.191666666666666,1.23,1,0,0,1,0
19-03-2025 01-00-00-CR-001,3/19/2025 1:00,0.183333333333333,2.92,2,0,0,0,2
19-03-2025 01-00-00-CR-002,3/19/2025 1:00,-0.0249999999999999,4.03,2,1,1,0,0
19-03-2025 01-00-00-CR-003,3/19/2025 1:00,0.052777777777778,3.69,3,0,0,3,0
19-03-2025 02-00-00-CR-001,3/19/2025 2:00,0,1.46,1,0,0,0,1
19-03-2025 02-00-00-CR-002,3/19/2025 2:00,0.2,6.5,3,1,2,0,0
19-03-2025 03-00-00-CR-001,3/19/2025 3:00,0.158333333333333,4.38,3,0,0,0,3
